종목코드,유동자산,자산총계,유동부채,부채총계,결산기준일
60310,16791707967.0,60714756156.0,18003868361.0,24385047820.0,2016-06-30
95570,263730094400.0,1809954918381.0,885766220135.0,1398491336539.0,2016-03-31
68400,93178377401.0,1067619478654.0,522852617102.0,838822701482.0,2016-03-31
6840,988631258591.0,2506602627095.0,1223382679959.0,1583122119182.0,2016-03-31
54620,154120827818.0,303799140992.0,148175547039.0,179113109129.0,2016-03-31
27410,827267620396.0,1689060079643.0,669113158245.0,902588742279.0,2016-03-31
1460,93286177745.0,708280489422.0,135107941921.0,326541759214.0,2016-03-31
1040,7429199820000.0,24656327426000.0,7948957221000.0,14394530794000.0,2016-03-31
79160,339271545954.0,1396270291215.0,472397593039.0,945475418328.0,2016-03-31
130960,735096408768.0,2336910274568.0,694035167498.0,759623981448.0,2016-03-31
120,1372167559751.0,5065933473030.0,1626481569423.0,2444112525188.0,2016-03-31
35760,760957624425.0,2955837876728.0,971499372177.0,1577022053746.0,2016-03-31
97950,4714586369000.0,14937169046000.0,4610864724000.0,9194449455000.0,2016-03-31
51500,420559426737.0,771142093380.0,408314973779.0,569528117539.0,2016-03-31
58820,26606757234.0,57347236780.0,9411988764.0,10279924210.0,2016-03-31
23460,147703217243.0,437677573952.0,18042770145.0,350655052413.0,2016-03-31
590,170593164836.0,285607842295.0,23561302122.0,34828136648.0,2016-03-31
68790,106422077908.0,223600570156.0,119090191979.0,127429238656.0,2016-03-31
4840,333702085164.0,643964472449.0,213273807583.0,249047691375.0,2016-03-31
155660,114412815647.0,183644591009.0,53585872570.0,59484056824.0,2016-03-31
17940,1335930971540.0,3446935577892.0,944437916348.0,2198585135346.0,2016-03-31
37370,50150434556.0,96193395978.0,30720690689.0,43865151815.0,2016-03-31
7700,166241516720.0,311012600245.0,88924625699.0,113963369878.0,2016-03-31
78930,2587777000000.0,20111558000000.0,3775309000000.0,12060662000000.0,2016-03-31
83450,36242296173.0,71595171476.0,11772174704.0,15693342482.0,2016-03-31
6360,9173379516728.0,12713919280674.0,6789707314666.0,9321608403750.0,2016-03-31
1250,761863894430.0,1347973756603.0,911322727121.0,1157910548734.0,2016-03-31
7070,525636883426.0,4855251350955.0,1042771594068.0,2743842131063.0,2016-03-31
28150,802733206887.0,1308450053733.0,383344794173.0,395849909824.0,2016-03-31
36640,36791098031.0,89418724393.0,14360158766.0,16852836939.0,2016-03-31
95340,74044115990.0,197317220183.0,31466823799.0,39689724516.0,2016-03-31
67290,69638724794.0,142750692676.0,72513505566.0,78904161662.0,2016-03-31
1060,380940407210.0,616715915986.0,292558932386.0,388873029362.0,2016-03-31
96760,613868893680.0,1115904764705.0,650815928546.0,844702964276.0,2016-03-31
35900,33249555363.0,76732107369.0,16995171171.0,17055171171.0,2016-03-31
21320,591170480222.0,887730470567.0,436394403860.0,580518208621.0,2016-03-31
9440,168970000696.0,461511095368.0,145069998957.0,261521153899.0,2016-03-31
119650,78788041356.0,145300564742.0,68135902487.0,88785853510.0,2016-03-31
92220,166223885917.0,344901733779.0,129082038907.0,191800350723.0,2016-03-31
35600,409420393899.0,600234938948.0,302635521598.0,375722323673.0,2016-03-31
1390,552269423107.0,1140797923919.0,481216300714.0,677981404533.0,2016-03-31
60720,168380673950.0,419426437546.0,142861559555.0,146742099015.0,2016-03-31
1940,734965260064.0,1414114409058.0,152722240880.0,201348755388.0,2016-03-31
122450,116904117144.0,220658811516.0,33992532545.0,41829056487.0,2016-03-31
58400,53858236024.0,188922285537.0,12867536702.0,16365332442.0,2016-03-31
25000,322006381420.0,512432325794.0,94639664958.0,102917429951.0,2016-03-31
92230,515004545530.0,1179016715788.0,232245979235.0,280209724265.0,2016-03-31
40,74257821531.0,145896406012.0,66208358763.0,80876056310.0,2016-03-31
44450,34114794283.0,535417581366.0,80798472584.0,327503346288.0,2016-03-31
58850,194733864933.0,258282298678.0,100723924756.0,109021177199.0,2016-03-31
93050,942976950538.0,1466481954390.0,325364482835.0,455903358596.0,2016-03-31
3550,4225325000000.0,18209524000000.0,3041469000000.0,4855718000000.0,2016-03-31
34220,8856127000000.0,22177943000000.0,5776163000000.0,9677306000000.0,2016-03-31
1120,2822333084545.0,5196573039047.0,2468475315844.0,3595045985702.0,2016-03-31
68870,273847444323.0,746131443004.0,232516187606.0,477376850341.0,2016-03-31
51900,1317929764627.0,4243596009348.0,1088957689452.0,2038247910659.0,2016-03-31
32640,2906183000000.0,11992523000000.0,3496052000000.0,7543363000000.0,2016-03-31
11070,1715576166944.0,3812151413639.0,1387907945671.0,2079296537034.0,2016-03-31
66570,17378859000000.0,37176946000000.0,15613951000000.0,24186930000000.0,2016-03-31
108670,1071327000000.0,2339363000000.0,775951000000.0,1459475000000.0,2016-03-31
51910,8945077000000.0,18860285000000.0,5238754000000.0,5753936000000.0,2016-03-31
79550,1179727092624.0,1890682318251.0,1265419753920.0,1312618867762.0,2016-03-31
6260,5378014000000.0,9914769000000.0,4118884000000.0,6926623000000.0,2016-03-31
680,469093888600.0,1512588499234.0,362881590186.0,819103564949.0,2016-03-31
10120,1409013321415.0,2252926928129.0,659975181960.0,1250594709867.0,2016-03-31
86960,95414623113.0,124657702875.0,22929871205.0,27299060508.0,2016-03-31
23150,23937383624.0,80261708618.0,22015608986.0,22619815430.0,2016-03-31
35420,2772728487682.0,4525184094283.0,1693334081189.0,2136584631075.0,2016-03-31
160550,134841068216.0,200709228031.0,39251186260.0,70491186260.0,2016-03-31
181710,686364884370.0,1835320263035.0,223362746337.0,315203258893.0,2016-03-31
60250,135906427060.0,177744007804.0,82929477427.0,85198450797.0,2016-03-31
34310,623750293796.0,1274324927505.0,501686834180.0,562459683354.0,2016-03-31
30190,96082990057.0,192477843744.0,54513386518.0,58661108339.0,2016-03-31
10060,1892530816000.0,6826235242000.0,1543130265000.0,3546799352000.0,2016-03-31
64960,680255467421.0,1203555399419.0,333670107720.0,428877351386.0,2016-03-31
3570,402032125309.0,893167650890.0,135275217132.0,225560623480.0,2016-03-31
36530,1157954980881.0,2176917515247.0,446898831388.0,646909521512.0,2016-03-31
10950,6246498000000.0,11414047000000.0,3540668000000.0,5742291000000.0,2016-03-31
34120,466293522494.0,897820876787.0,223336118598.0,354362290758.0,2016-03-31
101060,371434855227.0,876033221540.0,112953024997.0,124762474768.0,2016-03-31
46140,177267188776.0,224166186115.0,64104404000.0,68702818574.0,2016-03-31
99220,21262315080.0,100778567992.0,41164604246.0,50187502717.0,2016-03-31
36540,204468385077.0,698228488026.0,163601131579.0,446444943926.0,2016-03-31
4060,121181479680.0,302105574652.0,82686672805.0,98301807264.0,2016-03-31
1380,45061290010.0,201767961304.0,64564386129.0,82442192149.0,2016-03-31
2360,77343159223.0,117361739012.0,19670393586.0,26394549563.0,2016-03-31
9160,196935456309.0,442346863541.0,188567232996.0,209367198871.0,2016-03-31
34730,30886397000000.0,97778875000000.0,26204628000000.0,57399074000000.0,2016-03-31
11790,903286655282.0,3663059900008.0,973757909019.0,2104495263493.0,2016-03-31
57500,51817682495.0,197423197790.0,121931296051.0,177514469063.0,2016-03-31
18670,2489948271366.0,4307958404027.0,1467927572580.0,2647677491549.0,2016-03-31
1740,3812800800308.0,8104279138863.0,4163256724436.0,5611520564930.0,2016-03-31
210980,658578836830.0,861087120067.0,55096675599.0,607968252638.0,2016-03-31
36490,189843931830.0,693844447001.0,179517391204.0,320109621682.0,2016-03-31
96770,13624476255000.0,31788027135000.0,7939842131000.0,14643350727000.0,2016-03-31
6120,3359089517387.0,6805200712310.0,2156735587292.0,4187893852144.0,2016-03-31
17670,5805802000000.0,28490375000000.0,5355129000000.0,13375189000000.0,2016-03-31
660,9163101000000.0,29797655000000.0,4251605000000.0,8332966000000.0,2016-03-31
48550,53893730314.0,90733503405.0,32055663824.0,34926302408.0,2016-03-31
11810,834099000000.0,1190072000000.0,843428000000.0,1138279000000.0,2016-03-31
71970,463166568946.0,1305685285604.0,475137307568.0,1240503173157.0,2016-03-31
2710,254070627388.0,387599465876.0,158971499473.0,296967646302.0,2016-03-31
24070,80416035566.0,131389449568.0,11682223714.0,14452289681.0,2016-03-31
37270,84229802331.0,118760787394.0,9460422572.0,13086213385.0,2016-03-31
40300,41940241935.0,302226689207.0,24493322272.0,126284273733.0,2016-03-31
52220,39750132656.0,65594496112.0,11728405137.0,12736066748.0,2016-03-31
79940,54865245315.0,108199901678.0,14446301955.0,22208364849.0,2016-03-31
78890,218535840810.0,246515639530.0,136946188396.0,142579888974.0,2016-03-31
500,305069811998.0,542638835519.0,177029271957.0,277647293055.0,2016-03-31
860,279463027261.0,554285211089.0,64312135975.0,101717608376.0,2016-03-31
35250,2222854367992.0,3897506850246.0,923534311932.0,950821174379.0,2016-03-31
11420,42417227835.0,67105477274.0,15327487861.0,17332105424.0,2016-03-31
94480,106466272899.0,137085285558.0,86797660546.0,86797660546.0,2016-03-31
63080,56951905803.0,293019320902.0,14019687046.0,69726136170.0,2016-03-31
8020,187346939630.0,597859914768.0,196879975031.0,295388724098.0,2016-03-31
2100,204926445897.0,362375589256.0,145558901173.0,173934566810.0,2016-03-31
9450,142746699493.0,385088954009.0,146141765423.0,169056781327.0,2016-03-31
12320,497882175284.0,1091792047367.0,303128913647.0,505255784418.0,2016-03-31
11040,90006170014.0,239425125038.0,30609649662.0,37400766173.0,2016-03-31
50,110487738719.0,1320428432989.0,190458386993.0,657864455553.0,2016-03-31
12610,167346451729.0,316291030223.0,100476342732.0,117644348060.0,2016-03-31
9140,41158910415.0,64525159693.0,4664839128.0,5482980491.0,2016-03-31
13580,793287058709.0,1277086853356.0,847243996619.0,961340498957.0,2016-03-31
12200,107750589833.0,233862181138.0,55075793526.0,67261060255.0,2016-03-31
2140,81001471893.0,159309684280.0,69654392237.0,78807298155.0,2016-03-31
10130,3005367535140.0,6066418942761.0,572074688646.0,867197902808.0,2016-03-31
2240,878877039414.0,2437127564430.0,687496626003.0,944016179719.0,2016-03-31
9810,22841422679.0,41117705674.0,1109122537.0,3738007463.0,2016-03-31
98460,131799747030.0,169192866134.0,29112160429.0,35972963891.0,2016-03-31
215000,89928552818.0,189576623094.0,76390688756.0,94572741146.0,2016-03-31
121440,103495173363.0,770840212033.0,126999775800.0,247632091712.0,2016-03-31
9290,394633577665.0,672467256145.0,227601364846.0,288123055106.0,2016-03-31
17040,84156592462.0,132720129179.0,37354220279.0,43351222080.0,2016-03-31
17900,136800040611.0,238729878642.0,23769356113.0,37848019281.0,2016-03-31
7690,410198875380.0,707287936404.0,232336806299.0,274532095863.0,2016-03-31
5320,64884782440.0,98430252344.0,43829909083.0,61427568348.0,2016-03-31
1140,29063030622.0,85349038760.0,54752919168.0,67740087103.0,2016-03-31
66620,102964922177.0,135112732157.0,50893377993.0,54152658335.0,2016-03-31
43650,94966383876.0,214361804086.0,9676353419.0,17789305880.0,2016-03-31
2720,67035265549.0,137753916101.0,30899911447.0,68706333608.0,2016-03-31
19010,92614326627.0,383859112440.0,138770773918.0,184986077316.0,2016-03-31
14530,91437580330.0,184539069090.0,42882323483.0,54954312473.0,2016-03-31
14280,284603784437.0,689635491988.0,368757631163.0,410787256824.0,2016-03-31
8870,94277340199.0,251754900956.0,54525315949.0,104778542233.0,2016-12-31
1570,120551994853.0,169261662800.0,91380046643.0,109832115561.0,2016-03-31
2990,655590182283.0,1296919700606.0,751734729036.0,982008595318.0,2016-03-31
11780,1006642949527.0,4280516265696.0,1668388301236.0,2597525744473.0,2016-03-31
214330,91132429981.0,133752567673.0,45441820296.0,51488571128.0,2016-03-31
1210,241728493270.0,485809912689.0,188307289932.0,309343371343.0,2016-03-31
73240,1632526124244.0,5239268166152.0,2199847466816.0,3989183971864.0,2016-03-31
36190,114755171209.0,187921262872.0,33972678495.0,38849854909.0,2016-03-31
49080,44033593452.0,151917238036.0,52990669703.0,87306711681.0,2016-03-31
92440,112385647433.0,245492688203.0,15934358011.0,20173177122.0,2016-06-30
270,19637636000000.0,48283495000000.0,16364666000000.0,23686499000000.0,2016-03-31
4540,141496942417.0,519805856490.0,255105409879.0,314866349425.0,2016-03-31
151910,89198890859.0,181346668294.0,133076199377.0,171379144467.0,2016-03-31
121600,59730299578.0,82177249798.0,6338008576.0,8713379142.0,2016-03-31
39860,19788516713.0,48236679176.0,5803070393.0,12451852604.0,2016-03-31
51490,86639436442.0,159835464569.0,70699394639.0,83000730620.0,2016-03-31
190510,144669787486.0,194178791493.0,113183404427.0,131037438738.0,2016-03-31
130580,28633089779.0,36548338728.0,5954643002.0,6903327680.0,2016-03-31
1260,110333146624.0,200551510626.0,130331832521.0,166426119642.0,2016-03-31
4270,63921024542.0,201841094343.0,102916651495.0,129797670433.0,2016-03-31
3920,540965739965.0,1003064743949.0,115268237417.0,149870727872.0,2016-03-31
2070,112113260010.0,182035965636.0,36976819631.0,39369125989.0,2016-03-31
25860,350668175088.0,553474968047.0,160518144230.0,165693084303.0,2016-03-31
91590,45409692673.0,141300451169.0,8276313795.0,19437274113.0,2016-03-31
168330,18837968083.0,56854253595.0,4884475784.0,7076475784.0,2016-03-31
95660,211254906686.0,319180339833.0,44929896241.0,52831720511.0,2016-03-31
42420,387189740305.0,563416528268.0,59109476521.0,75383101809.0,2016-03-31
33640,95743208427.0,304015476429.0,129035248139.0,202812968686.0,2016-03-31
5720,112446003148.0,900958229735.0,94758110171.0,156428999820.0,2016-03-31
2350,797371870890.0,2567037179080.0,571252032181.0,1500236750852.0,2016-03-31
73070,40219626724.0,59776993065.0,14143442850.0,15062363529.0,2016-03-31
65170,19730074102.0,61895930535.0,12037928088.0,28979800262.0,2016-03-31
139670,23702010059.0,27422861728.0,4332576511.0,5597546175.0,2016-03-31
90350,230478840936.0,583559634924.0,170912059235.0,313927941748.0,2016-03-31
320,467326155234.0,992357621636.0,262243632783.0,469296283958.0,2016-03-31
6280,746501676209.0,1444595216314.0,378835357032.0,460431052773.0,2016-03-31
31390,33538742657.0,52152667002.0,11184214674.0,12337972347.0,2016-03-31
142280,46543502470.0,68996808108.0,29033906858.0,35966511585.0,2016-03-31
5250,1077367251417.0,2092668766600.0,580388924884.0,801887910838.0,2016-03-31
4370,1117635114614.0,2523724358407.0,616527322018.0,761086546787.0,2016-03-31
72710,191906813039.0,1156747862889.0,245366736163.0,337144928644.0,2016-03-31
54050,117534633306.0,217686791907.0,34639380302.0,36117410756.0,2016-03-31
126870,56440598086.0,84571630353.0,22142628838.0,34174309028.0,2016-03-31
12340,29393867820.0,52260762486.0,30941873186.0,35263032006.0,2016-03-31
222040,52109311553.0,119534040370.0,36133957019.0,52386490720.0,2016-03-31
85670,67467727783.0,126830978584.0,60651348170.0,86214811169.0,2016-03-31
119860,51802150373.0,66684967508.0,5792902043.0,7366959422.0,2016-03-31
64260,230670348414.0,308559076152.0,142583505393.0,200232975699.0,2016-03-31
39560,187560523308.0,374739327867.0,170631502929.0,241317255244.0,2016-03-31
23590,6787233493826.0,7687260746933.0,5899735155296.0,6202954746940.0,2016-03-31
32190,6877119304238.0,8003943535580.0,5993225065088.0,6414179143537.0,2016-03-31
20120,16683439284.0,38946234561.0,10638815987.0,11506950747.0,2016-03-31
68240,110765356052.0,194321456430.0,24312429962.0,62112928423.0,2016-03-31
19680,334717241028.0,826313851289.0,169551664669.0,180771634128.0,2016-03-31
6370,129287295570.0,626225796975.0,192923999416.0,254657434551.0,2016-06-30
4130,277898353584.0,526581117758.0,70447059960.0,71354065464.0,2016-03-31
490,451283591743.0,753759975173.0,408982263155.0,519681168143.0,2016-03-31
8110,72740339908.0,165815163396.0,14040780738.0,35268660345.0,2016-06-30
5750,102132796884.0,286562348062.0,85313046634.0,141615409487.0,2016-03-31
210,7522721881420.0,12332078569984.0,5084465714194.0,7389715474946.0,2016-03-31
6570,105356967589.0,232674516573.0,96970074147.0,116343355082.0,2016-03-31
78140,46947736956.0,67535554322.0,7285362914.0,9711960208.0,2016-03-31
1680,1160792871865.0,2262862655393.0,756867513416.0,1435287117011.0,2016-03-31
84690,1352424007548.0,2655357973204.0,860246857252.0,1646554961080.0,2016-03-31
128820,201603050148.0,1056568052041.0,677190007855.0,963971215833.0,2016-03-31
5620,219315493560.0,1216567432863.0,666210513851.0,960874715524.0,2016-03-31
16710,432058941543.0,1157146061310.0,316780266437.0,603986368005.0,2016-03-31
45390,67213042121.0,113479581351.0,36844224323.0,39614094748.0,2016-03-31
108380,122877648687.0,210825638401.0,50887170849.0,51876904923.0,2016-03-31
47040,6928276692991.0,10441745949290.0,5037489926329.0,7651481684769.0,2016-03-31
9320,22988888445.0,64472584370.0,24574262778.0,35422909331.0,2016-03-31
42660,10934957900931.0,19067167842089.0,15904029020364.0,18309153269791.0,2016-03-31
3090,600485692508.0,1255128107287.0,184873684141.0,423812973587.0,2016-03-31
69620,430903605142.0,950345564983.0,152303998875.0,369868739395.0,2016-03-31
430,395104951665.0,1171985811554.0,510665993022.0,664176649707.0,2016-03-31
48910,53300818475.0,93439706010.0,15905006603.0,20169517261.0,2016-03-31
6340,139009247854.0,211288270332.0,113080457055.0,128285079289.0,2016-03-31
3220,89553933087.0,198958333604.0,33078146134.0,49963771324.0,2016-03-31
24890,76484314447.0,127571080042.0,47265841872.0,61174678559.0,2016-03-31
300,248459437894.0,781227305724.0,570254457540.0,669901293547.0,2016-03-31
2880,257313624303.0,753799390859.0,437532174669.0,620655731349.0,2016-03-31
3310,25613119657.0,78100911096.0,20639489359.0,30885819382.0,2016-03-31
78600,39933003301.0,138304236710.0,49029312560.0,83523138158.0,2016-03-31
12800,338046556577.0,594081083067.0,375094089649.0,420331102282.0,2016-03-31
15230,120024556495.0,190097839788.0,28938507738.0,39228465264.0,2016-03-31
131220,27219391791.0,42479795275.0,14496549179.0,18806651633.0,2016-03-31
10170,58009134776.0,150870575644.0,69121666054.0,78097385047.0,2016-03-31
1070,103162882927.0,367177373862.0,166629319529.0,203894370862.0,2016-03-31
6650,456851351652.0,1578398932315.0,283049983456.0,500458328631.0,2016-03-31
1440,789903948000.0,1559839615000.0,687725842000.0,1188404418000.0,2016-03-31
84010,284523181350.0,622425119174.0,149080333942.0,217184291949.0,2016-03-31
1790,858760910000.0,1559981034000.0,751495927000.0,1135955473000.0,2016-03-31
1130,420573470171.0,877402320834.0,179106878827.0,221807034280.0,2016-03-31
3490,2730087309118.0,23505414254879.0,7878320720884.0,21195616908419.0,2016-03-31
5880,178933738872.0,1536697029209.0,226917306434.0,969415733501.0,2016-03-31
67080,57642551965.0,124755347250.0,47354893733.0,62552359597.0,2016-03-31
12510,88523583153.0,219285062150.0,79330246855.0,87053072353.0,2016-03-31
77360,45179806224.0,218644869780.0,18565067386.0,35899943141.0,2016-03-31
4830,69267852519.0,103218231780.0,33505991595.0,39417932435.0,2016-03-31
24900,215282351461.0,385565779690.0,215064297321.0,295964956349.0,2016-03-31
194480,128021091845.0,155211171536.0,1341960425.0,1792547016.0,2016-03-31
206560,67665259990.0,78984518032.0,4909909804.0,5074198991.0,2016-03-31
8000,271801574174.0,737609739045.0,182367878764.0,403539314710.0,2016-06-30
67990,140850168790.0,382798590330.0,227215949367.0,316020891757.0,2016-03-31
100130,196553676180.0,413624127746.0,121090541470.0,135910863196.0,2016-03-31
5160,352840516463.0,814331572213.0,277886853858.0,361852881701.0,2016-03-31
1620,244089464309.0,572834714022.0,305788076813.0,386596609107.0,2016-03-31
1230,2142743370000.0,6731813365000.0,3359146963000.0,4409408009000.0,2016-03-31
86450,203594857585.0,285439674248.0,64062884664.0,79105012194.0,2016-03-31
4140,204981207399.0,630810524268.0,412789643340.0,511692692024.0,2016-03-31
7590,141115088780.0,181949155762.0,38660977523.0,49634426836.0,2016-03-31
12030,199361220464.0,287526711292.0,58306095308.0,103401796820.0,2016-03-31
5960,303649528590.0,609045504660.0,285675473404.0,521318298029.0,2016-03-31
16380,706226438951.0,2805562718734.0,939789204285.0,2625655559385.0,2016-03-31
990,347503021919.0,1009138530226.0,241122969813.0,728619474444.0,2016-03-31
26960,640630382868.0,1241022592867.0,67736941685.0,127051166252.0,2016-03-31
102260,356438080999.0,802290706572.0,290943405453.0,399818778610.0,2016-03-31
33500,132949039782.0,268402037172.0,94512884345.0,153427742111.0,2016-03-31
5190,89481523506.0,167868297454.0,64561006322.0,73269132733.0,2016-03-31
640,393197755446.0,1261947533788.0,517705180565.0,616766061633.0,2016-03-31
58730,73326014114.0,128761088921.0,35575540791.0,44628072410.0,2016-03-31
170900,528134962134.0,1059931751391.0,243103090479.0,484178928825.0,2016-03-31
88130,90179647667.0,142320077152.0,41540658253.0,46211472017.0,2016-03-31
28100,169090577978.0,254993203235.0,108670974775.0,116054295964.0,2016-03-31
7340,459731297512.0,1085472983567.0,311959721786.0,340681313333.0,2016-03-31
41930,108033211266.0,181521508799.0,90300380128.0,98712553949.0,2016-03-31
1520,738114276170.0,1091605597107.0,139462415028.0,175547661591.0,2016-03-31
84670,50850555977.0,247706707504.0,76323937287.0,118335430667.0,2016-03-31
30790,46224957342.0,91614836959.0,24098809878.0,39142619999.0,2016-03-31
2900,257777719364.0,385459519019.0,178373328125.0,252037755686.0,2016-03-31
38500,185523113621.0,1110318541893.0,155724377386.0,556831657286.0,2016-03-31
8970,56313106813.0,159793878221.0,66211831609.0,74012106867.0,2016-03-31
104460,63336405029.0,94023509630.0,36764808926.0,37450396942.0,2016-03-31
49770,575790660475.0,1069516388926.0,369948376737.0,536353658448.0,2016-03-31
18500,164490288366.0,508135468416.0,325012419859.0,444297805662.0,2016-06-30
6040,765704722540.0,1603011900778.0,615529988937.0,894369798509.0,2016-03-31
30720,59725028903.0,104505004579.0,31891811853.0,70326251503.0,2016-03-31
14820,519337346126.0,1248907541016.0,354093174294.0,921913674925.0,2016-03-31
163560,140809221217.0,256098123974.0,74451338984.0,91925159647.0,2016-03-31
1530,303023370749.0,987182682059.0,302515962150.0,452067639174.0,2016-03-31
4890,239290398837.0,349784968704.0,29068419969.0,33886609755.0,2016-03-31
19300,91108914947.0,470885283169.0,190518037308.0,258855331403.0,2016-03-31
5290,252401073529.0,653814972559.0,418751277796.0,476895098366.0,2016-03-31
25900,238689154184.0,1139644939174.0,384276070418.0,554957216170.0,2016-03-31
150,12685386601822.0,30903076467820.0,14571781743021.0,22710514496297.0,2016-03-31
11160,1839262011116.0,3971994580938.0,2286010125772.0,2659606690392.0,2016-03-31
82740,473128607339.0,1452829916074.0,566800644864.0,861993970691.0,2016-03-31
42670,4290339952919.0,11266252352566.0,4318685918410.0,8051578208826.0,2016-03-31
34020,10798242317102.0,26631015596643.0,12534627672794.0,19633962740373.0,2016-03-31
30350,10297077929.0,68628443965.0,31479452210.0,42721617325.0,2016-03-31
24090,87330435513.0,170335110826.0,25114031608.0,30340073427.0,2016-03-31
3160,57971319258.0,174892466979.0,45252535365.0,60478296019.0,2016-03-31
92200,251188223153.0,638889176258.0,332702427071.0,441304263565.0,2016-03-31
90710,15493607921.0,25689544331.0,12175287644.0,15205391416.0,2016-03-31
196490,25858234455.0,46454131401.0,13838631267.0,16214543032.0,2016-03-31
39840,82809800821.0,135516211985.0,25588586542.0,33354716716.0,2016-03-31
108860,40750704192.0,89210728845.0,12191661659.0,32679754649.0,2016-03-31
13570,381342556199.0,710715092059.0,189929217995.0,315149579992.0,2016-03-31
210540,125573934454.0,227323901578.0,97401079078.0,132999409677.0,2016-03-31
68930,29531863129.0,93851989777.0,30366133598.0,36864576197.0,2016-03-31
33130,40571336318.0,69468663379.0,7255753950.0,7481433450.0,2016-03-31
33310,21876497173.0,81549196805.0,29433285200.0,35730324979.0,2016-03-31
26890,112147330345.0,175920966622.0,41004869336.0,45591710033.0,2016-03-31
115390,352625545484.0,738386517319.0,99093593291.0,105399666549.0,2016-03-31
171010,12615318909.0,56183538924.0,25261863499.0,36213291665.0,2016-03-31
141080,29601624681.0,69032104724.0,11130032187.0,27547521546.0,2016-03-31
38390,42388107393.0,383825536985.0,155349804379.0,254341882753.0,2016-03-31
228850,55477291832.0,99020188269.0,28757601606.0,36039646190.0,2016-03-31
90360,67606999350.0,101946946607.0,48215899411.0,62574392476.0,2016-03-31
16170,284843329504.0,368847288131.0,105458949781.0,110619236313.0,2016-03-31
32350,40431554329.0,259554531840.0,37384498684.0,94969424816.0,2016-03-31
23530,15616365692020.0,40356853450431.0,11210988882642.0,23299778705049.0,2016-03-31
4000,522091735196.0,1550195123043.0,147665797628.0,476246549979.0,2016-03-31
4990,948675323241.0,4285228082896.0,708964353232.0,1621693727160.0,2016-03-31
5300,947217635435.0,4426390075745.0,946695297591.0,2036626870884.0,2016-03-31
11170,4979727830286.0,11596059363067.0,2170791535100.0,3823040882498.0,2016-03-31
38060,212894496922.0,346242233091.0,103682603229.0,124099160220.0,2016-03-31
85370,56967352813.0,137010386773.0,38657380602.0,57439496309.0,2016-03-31
60240,44202010307.0,112179315334.0,26227853344.0,55961018387.0,2016-03-31
16100,106218378836.0,181856320289.0,43106394468.0,69794978082.0,2016-03-31
12700,776756903395.0,831876006043.0,473195102100.0,567953370493.0,2016-03-31
131100,14605411727.0,97251219904.0,46436531474.0,64710567684.0,2016-03-31
27740,50647100898.0,219726295930.0,125942653094.0,147118196628.0,2016-03-31
38290,94889624851.0,150442830620.0,29520923850.0,71541101926.0,2016-03-31
204320,1811319298348.0,4036459105420.0,1658992389994.0,2670681248276.0,2016-03-31
1080,167064552284.0,269449816786.0,37270875363.0,43119796955.0,2016-09-30
5990,489522698546.0,861184008736.0,249145851245.0,444741690521.0,2016-03-31
93520,63313570278.0,69644682917.0,29397042791.0,29675899117.0,2016-03-31
67280,45506746134.0,94934612377.0,26967919914.0,29999999018.0,2016-03-31
72870,173264122467.0,350012880673.0,50461212439.0,66630191909.0,2016-03-31
215200,35450936245.0,234559505795.0,60587919808.0,68261238201.0,2016-03-31
41920,29997274634.0,45712200536.0,7487882432.0,9249194536.0,2016-03-31
86900,92223853585.0,210361991837.0,54219776480.0,94438505311.0,2016-03-31
78160,42525764650.0,182938160160.0,18535100381.0,35217214042.0,2016-03-31
140410,96554947370.0,102632325859.0,15772212295.0,43261039011.0,2016-03-31
59210,39440124297.0,118439561432.0,56330097169.0,66278782668.0,2016-03-31
58110,5852921175.0,21537879039.0,3232225797.0,11802124742.0,2016-03-31
17180,98741623240.0,203195862802.0,119852995284.0,134632866936.0,2016-03-31
5360,77339835473.0,164820612310.0,66472482702.0,91547703298.0,2016-03-31
80160,121781355722.0,183798178881.0,78999993031.0,85927617211.0,2016-03-31
101330,102095506698.0,203489950047.0,26414050607.0,26695715920.0,2016-03-31
9680,329001437669.0,441150735990.0,30896077949.0,55603520453.0,2016-03-31
9580,273317865909.0,1138413690300.0,405299321975.0,600927257112.0,2016-03-31
9200,806257069846.0,2152472083495.0,888828329218.0,1551948415724.0,2016-03-31
33920,73460999599.0,548230319232.0,112280317988.0,112620317988.0,2016-03-31
95500,159083415407.0,309950077968.0,136613468384.0,159403686766.0,2016-03-31
25560,38717294479.0,70313098994.0,18681950501.0,23035099370.0,2016-03-31
7120,35059597621.0,46536957413.0,1285701925.0,2239422392.0,2016-03-31
49950,51845364000.0,95897690000.0,28964519000.0,30980890000.0,2016-03-31
2840,98637966707.0,235009931842.0,45111046792.0,65831620317.0,2016-03-31
107590,148300723222.0,229313790171.0,26328056561.0,33370197912.0,2016-03-31
59090,59925892281.0,154865050649.0,45708199463.0,88189332494.0,2016-03-31
155900,3091926577.0,40806089509.0,1120676240.0,3435492339.0,2016-03-31
206640,35670869846.0,80440038278.0,14665134318.0,16798144696.0,2016-03-31
35620,17591282327.0,58081965442.0,12234963782.0,20483494974.0,2016-03-31
53030,63101151357.0,185496525645.0,9409244902.0,34929020306.0,2016-03-31
64550,28576974437.0,68782114833.0,30494684331.0,37066405902.0,2016-03-31
52260,64741069388.0,156520648219.0,27999169409.0,35457339988.0,2016-03-31
